ID,Name,Lat,Lon,Country
4206,Campo Belo,-20.88959185910,-45.27998580070,163
4207,Ponte Nova,-20.40962115600,-42.89995019690,163
4208,Curvelo,-18.75959267290,-44.42998600420,163
4209,Paracatu,-17.19958453490,-46.86999210770,163
4210,Bocaiúva,-17.10961586630,-43.81004968420,163
4211,Araçuaí,-16.85960528680,-42.06994917960,163
4212,Janaúba,-15.79961830770,-43.30997684890,163
4213,Juina,-11.39957680370,-59.50002221840,163
4214,Barra do Garças,-15.87961342490,-52.25999902510,163
4215,Pontes e Lacerda,-15.21960203160,-59.34997969730,163
4216,Barra do Bugres,-15.06958534870,-57.19000818040,163
4217,Rondonópolis,-16.46949989950,-54.63998295250,163
4218,Uruguaiana,-29.76961830770,-57.08998844570,163
4219,São Borja,-28.65960854210,-56.00997684900,163
4220,Novo Hamburgo,-29.70962196980,-51.13998986980,163
4221,Rio Grande,-32.04947914760,-52.12000757000,163
4222,Camaquã,-30.83963051480,-51.81000065270,163
4223,Bento Gonçalves,-29.16949989950,-51.51996667640,163
4224,Vacaria,-28.49961830770,-50.94000207680,163
4225,Ijuí,-28.38954750690,-53.91994938310,163
4226,Santa Rosa,-27.86952756880,-54.45996810060,163
4227,Maringá,-23.40954140340,-51.92996749020,163
4228,Cascavel,-24.95957599000,-53.46002913570,163
4229,Campo Murao,-24.04960569380,-52.41998925940,163
4230,Foz do Iguaçu,-25.52346921920,-54.52998966630,163
4231,São Francisco do Sul,-26.23960121790,-48.59998986980,163
4232,Porto União,-26.23960121790,-51.07996769370,163
4233,Itajaí,-26.89961261110,-48.68001082520,163
4234,Imbituba,-28.22960894900,-48.66001204590,163
4235,Lajes,-27.80958290730,-50.30998885250,163
4236,Granja,-3.11951373405,-40.83999841470,163
4237,Crato,-7.22959877638,-39.42000756990,163
4238,Itapipoca,-3.49954221712,-39.58002364250,163
4239,Paracuru,-3.39954832064,-39.04003076330,163
4240,Acaraú,-2.88960528678,-40.11999068350,163
4241,Tauá,-5.99949298210,-40.31003076330,163
4242,Crateús,-5.16559039421,-40.66600386710,163
4243,Baturité,-4.32956907259,-38.87998885250,163
4244,Ipú,-4.31959552116,-40.72005741530,163
4245,Floriano,-6.76957517612,-43.02996810050,163
4246,Piripiri,-4.26957273470,-41.78999210770,163
4247,Penedo,-10.26961993520,-36.58002588050,163
4248,Itabuna,-14.78960243850,-39.28001611490,163
4249,Itamaraju,-17.03959430050,-39.52994917960,163
4250,Guanambi,-14.22958494180,-42.78998274900,163
4251,Porto Seguro,-16.42960569370,-39.08002832190,163
4252,Valença,-13.35961220410,-39.08002832190,163
4253,Serrinha,-11.64958738320,-39.01000675610,163
4254,Tucano,-10.96962888710,-38.78999434560,163
4255,Senhor do Bonfim,-10.44960894890,-40.19001224930,163
4256,Remanso,-9.59958331415,-42.10999841470,163
4257,Itambé,-15.23960081090,-40.62998539380,163
4258,Bom Jesus da Lapa,-13.24954140340,-43.44002059080,163
4259,Itaberaba,-12.51961179720,-40.29997969720,163
4260,São Mateus,-18.72962034220,-39.85998071450,163
4261,Patos,-7.01958575555,-37.29000838370,163
4262,Volta Redonda,-22.51956988650,-44.09496769360,163
